rid,uid,role,feature,benefit,novelty_avg,ustories,stories
38,parent,my smart home to play a warning sound when my child is close to the stove,he won't burn himself,Safety,3.0,my smart home to play a warning sound when my child is close to the stove he won't burn himself safety,"['play', 'warn', 'sound', 'child', 'close', 'stove', 'burn', 'safety']"
34,home occupant,a robot cleaner,I will not need to wash the floor and sweep myself,Other,4.0,a robot cleaner i will not need to wash the floor and sweep myself other,"['robot', 'cleaner', 'need', 'wash', 'floor', 'sweep']"
38,parent,my smart home to lower the thermostat at night,I can save expenses paid for air conditioning,Energy,3.0,my smart home to lower the thermostat at night i can save expenses paid for air conditioning energy,"['low', 'thermostat', 'night', 'save', 'expense', 'paid', 'air', 'conditioning', 'energy']"
34,home occupant,smart lights,they are scheduled to dim at night or turn off when no one is in the room,Energy,2.75,smart lights they are scheduled to dim at night or turn off when no one is in the room energy,"['light', 'schedule', 'dim', 'night', 'turn', 'room', 'energy']"
25,children,my child don't fear for dark nights ,my child get a peaceful dreams,Energy,3.3333,my child don't fear for dark nights  my child get a peaceful dreams energy,"['child', 'fear', 'dark', 'night', 'child', 'get', 'peaceful', 'dream', 'energy']"
38,parent,my smart home to play a lullaby at bed time,I don't have to sing my children to sleep,Entertainment,4.3333,my smart home to play a lullaby at bed time i don't have to sing my children to sleep entertainment,"['play', 'lullaby', 'bed', 'time', 'sing', 'child', 'sleep', 'entertainment']"
25,home occupant,save my home energy ,the sensors save the home energy ,Energy,1.3333,save my home energy  the sensors save the home energy  energy,"['save', 'energy', 'sensor', 'save', 'energy', 'energy']"
38,home occupant,my smart TV to switch to the sports channel when the sports game begins,I don't miss the game,Energy,3.3333,my smart tv to switch to the sports channel when the sports game begins i don't miss the game energy,"['tv', 'switch', 'sport', 'channel', 'sport', 'game', 'begin', 'miss', 'game', 'energy']"
24,home occupant,Home automatically heats precooked meal based on approximate of arrival (based on GPS location),no need to manually cook / heat meal ,Other,4.0,home automatically heats precooked meal based on approximate of arrival (based on gps location) no need to manually cook / heat meal  other,"['heat', 'precooked', 'meal', 'base', 'approximate', 'arrival', 'base', 'gps', 'location', 'need', 'manually', 'cook', '/', 'heat', 'meal']"
30,occupant,Room thermostats,It Can indicate the outside temperature and room temperature as well so that i can well prepared for it in advance,Safety,3.0,room thermostats it can indicate the outside temperature and room temperature as well so that i can well prepared for it in advance safety,"['room', 'thermostat', 'indicate', 'outside', 'temperature', 'room', 'temperature', 'well', 'well', 'prepared', 'advance', 'safety']"
14,person who is introverted,my smart house to screen all forms of communication including visitors,I can focus on what is important at the moment,Safety,3.5,my smart house to screen all forms of communication including visitors i can focus on what is important at the moment safety,"['screen', 'form', 'communication', 'include', 'visitor', 'focus', 'important', 'moment', 'safety']"
14,person concerned with safety,my smart home to actively and proactively secure itself,"my family and I feel safe, even if we forget to lock a window",Safety,3.0,"my smart home to actively and proactively secure itself my family and i feel safe, even if we forget to lock a window safety","['actively', 'proactively', 'secure', 'family', 'feel', 'safe', 'even', 'forget', 'lock', 'window', 'safety']"
38,home occupant,my smart home to alert me when I am about to run out of medication,I will never run out of mediaction,Health,3.3333,my smart home to alert me when i am about to run out of medication i will never run out of mediaction health,"['alert', 'run', 'medication', 'never', 'run', 'mediaction', 'health']"
24,parent,"Lights in child bedroom can be controlled automatically, or can be programed",kids sleep earlier,Health,2.3333,"lights in child bedroom can be controlled automatically, or can be programed kids sleep earlier health","['light', 'child', 'bedroom', 'control', 'program', 'kid', 'sleep', 'earlier', 'health']"
38,home occupant,my smart home to turn on the sprinkers when there is a fire,the house won't burn down,Safety,2.0,my smart home to turn on the sprinkers when there is a fire the house won't burn down safety,"['turn', 'sprinkers', 'fire', 'burn', 'safety']"
26,movie lover,a projector mounted on the wall that has wifi capabilities to connect to video streaming services (Netflix etc),my family can be entertained without having to fumble with several different electronics. ,Entertainment,2.0,a projector mounted on the wall that has wifi capabilities to connect to video streaming services (netflix etc) my family can be entertained without having to fumble with several different electronics.  entertainment,"['projector', 'mount', 'wall', 'wifi', 'capability', 'connect', 'video', 'stream', 'service', 'netflix', 'etc', 'family', 'entertain', 'fumble', 'several', 'different', 'electronics', 'entertainment']"
14,dancer,"my smart house to convert a room (move furniture, have mirrors, and have a place for media)",I can exercise and practice for more time rather than rearrange a room on a daily basis,Entertainment,3.0,"my smart house to convert a room (move furniture, have mirrors, and have a place for media) i can exercise and practice for more time rather than rearrange a room on a daily basis entertainment","['convert', 'room', 'move', 'furniture', 'mirror', 'place', 'medium', 'exercise', 'practice', 'time', 'rather', 'rearrange', 'room', 'daily', 'basis', 'entertainment']"
38,home occupant,my smart home to play my favorite music at 7:45 AM,I can wake up listening to my favorite music,Entertainment,3.0,my smart home to play my favorite music at 7:45 am i can wake up listening to my favorite music entertainment,"['play', 'favorite', 'music', 'wake', 'listen', 'favorite', 'music', 'entertainment']"
14,person who wants green energy,my smart home to monitor energy use and excess,we can determine how to be more conscientious of what we use,Energy,3.5,my smart home to monitor energy use and excess we can determine how to be more conscientious of what we use energy,"['monitor', 'energy', 'use', 'excess', 'determine', 'conscientious', 'use', 'energy']"
38,home occupant,my smart home to alert me when there is more than one person in the house,I would know if someone is breaking in,Safety,2.3333,my smart home to alert me when there is more than one person in the house i would know if someone is breaking in safety,"['alert', 'person', 'know', 'someone', 'break', 'safety']"
26,energy conscious consumer,the ability to turn off/on lights in different rooms with voice commands.,I can save energy without having to physically walk over to the room.,Energy,3.3333,the ability to turn off/on lights in different rooms with voice commands. i can save energy without having to physically walk over to the room. energy,"['ability', 'turn', 'off/on', 'light', 'different', 'room', 'voice', 'command', 'save', 'energy', 'physically', 'walk', 'room', 'energy']"
38,parent,my smart home to alert me when my children are not home by their usual time,I will know if they have gone missing,Safety,3.25,my smart home to alert me when my children are not home by their usual time i will know if they have gone missing safety,"['alert', 'child', 'usual', 'time', 'know', 'go', 'miss', 'safety']"
14,person who lives where hurricanes hit,my smart home to activate safety features such as window coverings,the house is safer during inclement weather,Safety,4.3333,my smart home to activate safety features such as window coverings the house is safer during inclement weather safety,"['activate', 'safety', 'feature', 'window', 'covering', 'safer', 'inclement', 'weather', 'safety']"
24,home occupant,Bed automatically makes itself for sleeping and after sleeping,no need to occupant manually make bed,Other,4.0,bed automatically makes itself for sleeping and after sleeping no need to occupant manually make bed other,"['bed', 'make', 'sleep', 'sleep', 'need', 'occupant', 'manually', 'make', 'bed']"
